,utente,commento,hotel,dataIns,rating
430,Davide P,"Ho trascorso una serie la notte nella villa ma mi ritengo molto soddisfatto. La stanza da letto era molto carina con vista sul lago, il bagno spazioso e bello il salone padronale della colazione (colazione buona e completa) stupendo e da non tralasciare la padrona Cristina molto simpatica e disponibile. Unica cosa un pò complicata è il parcheggio, ma la padrona è disponibilissima ad aiutare",Villa Puccini B&B,2019-07-05,5 stelle
431,Curiosando_80,"B & b a pochi km dal centro, ricavato al piano terra di una bella villa. Dispone di 3 camera. La camera a noi assegnata non era troppo grande ma confortevole e pulita. Colazione servita al piano superiore in un bel salone. Niente buffet ma colazione (dolce e salata) servita al tavolo dalla gentilissima signora Cristina. Ambiente molto familiare e accogliente.",Villa Puccini B&B,2019-07-05,4 stelle
432,Alex L,"Sono venuto con la mia ragazza e ci siamo trovati benissimo, personale gentilissimo e alla mano,accolti da un affettuoso cagnolino.Siamo rimasti colpiti dalla colazione, particolare e in una sala molto elegante con una bella vista panoramica.",Villa Puccini B&B,2019-07-05,5 stelle
433,monica m,"Abbiamo trascorso 3 notti in questo bel b&b. Proprietari gentilissimi e simpatici, villa antica silenziosa con sole 3 camere e parcheggio privato gratuito. Colazione abbondante servita in un elegantissimo salotto classico. Non è in centro a Lecco, ma ci si arriva in 5 minuti di auto. Consigliato a chiunque voglia girare nella zona di Como e Lecco.",Villa Puccini B&B,2019-07-05,4 stelle
434,lezionecapovolta,"Villa Puccini è una casa antica stupenda. Pulitissima ed accogliente. Nulla è lasciato al caso, dal servizio nelle camere, agli arredi, ai piccoli particolari che ti fanno sentire bene.La cordialità e le attenzioni sono al top. La location è davvero invidiabile insieme alla cura e alla disponibilità che cercavamo. Colazione curatissima servita nel salone padronale con le colonne e vista lago. Molto più di un B&B. Grazie di cuore.",Villa Puccini B&B,2019-07-05,5 stelle
435,giovannasteo,"Posto bellissimo, pulito caldo e di una dolcezza inauditapersone cordiali che sanno fare il suo mestiere la colazione abbondante con vasta scelta, ci tornerò presto  consigliatissimo                                                                                          chef  Massimiliano Valenti",Villa Puccini B&B,2019-07-05,5 stelle
436,Anna B,"Una fantastica esperienza, unica e indimenticabile, grazie alla stupenda e curatissima location ed una cordiale e simpatica ospitalita' della proprietaria Cristina che ci ha fatto sentire non ospiti ma ""amici"". Ci si sente a casa propria allorquando al momento della colazione abbondante, si è serviti con garbo e discrezione in un elegante salone bellissimo e luminoso. Stanze eleganti, con ogni confort. Grazie!!! A presto! Anna Belsanti e famiglia Romanelli.",Villa Puccini B&B,2019-07-05,5 stelle
437,Federica C,"Bellissimo  posto dove trovare relax, villa Puccini villa storica restaurata, si trova in un bel quartiere molto tranquillo e romantico , in poco tempo si può raggiungere  in centro e anche altre posti incantevoli come ad esempio Varenna  con tutte le sue bellissime  ville e Bellano. La padrona di casa è  molto disponibile e cordiale, coccola i suoi clienti con colazioni abbondanti (frutta, cereali, biscotti, yogurt, uova, formaggio, torte..caffè, succo di frutta, The, cappuccino) il tutto  è avvolto in magica atmosfera,  mangiare accanto ad un bellissimo camino fa sempre un grande effetto!Camera silenziosa e molto accogliente, ben arredata. Unica pecca abbiamo  avuto qualche piccolo problema con  vasca idromassaggio (che è  stato subito risolto chiedendo alla padrona di casa).Spero di tornare presto in questo posto meraviglioso!",Villa Puccini B&B,2019-07-05,5 stelle
438,Claudio B,"Soggiorno di coppia in bellissima villa d'epoca curata nei minimi dettagli. Stanza pulitissima e silenziosa.Disponibilità e gentilezza hanno reso indimenticabile il nostro soggiorno. Raccomandabile per tutti coloro che cercano tranquillità, relax e cultura.",Villa Puccini B&B,2019-07-05,5 stelle
439,Raffaella955,"Romantica ed elegante struttura, ideale per un week-end di coppia. La camera ""Tosca"" da noi scelta, è dotata di un balcone con vista lago e di un grande e raffinato bagno.La colazione era ""esagerata"" sia per la quantità che la varietà della scelta. Villa Puccini è ubicata in una zona residenziale tranquilla ma nel contempo vicina al centro raggiungibile anche a piedi attraverso un percorso pedonale sul lago. Nelle immediate vicinanze abbiamo potuto trovare ottimi locali per il pranzo e la cena.La grande disponibilità della padrona di casa ci ha consentito di effettuare il check-in in tarda serata ed il check-out ben oltre l'orario previsto. Grazie Cristina!",Villa Puccini B&B,2019-07-05,5 stelle
440,PatriziaPerfetti,"Ho soggiornato un fine settimana di maggio. L'hotel è in posizione strategica a 50 metri dal centro. La camera matrimoniale standard n 132 molto pulita e arredata con gusto dispone di un piacevole terrazzino, cassetta di sicurezza, frigobar, televisione, wi fi, kit di cortesia. Colazione abbondante e tutto il personale veramente gentile. Ottima qualità prezzo.…",City Hotel,2019-07-05,5 stelle
441,anto69_t0,"Ci fermiamo a Desenzano per 1 notte e decidiamo per questo hotel vicino al centro e al lungolago. Essenziale ma non manca nulla, pulito. La colazione è buona, sia dolce che salata. Qualche problema con il posteggio interno, non sufficiente per tutti gli ospiti.",City Hotel,2019-07-05,4 stelle
442,Matteo R,"Ho soggiornato all'hotel city per una notte in coppia con la mia ragazza per un weekend fuori porta a Desenzano. E' stata una sorpresa, struttura molto curata e praticamente in centro a Desenzano, ottima accoglienza da parte del personale prodigo di consigli. Camera con pavimento in parquet e bagno ampi. Pulizia al top. Materassi di buona qualità e buona insonorizzazione, ho riposato senza problemi. Colazione con discreta scelta. E' ideale per soggiorni brevi ed è in un punto strategico vicino al centro e all'imbarcadero. Ritengo adeguata la qualità/prezzo.…",City Hotel,2019-07-05,4 stelle
443,Anto,"Hotel mediocre in tutto, Nessuna nota positiva che possa giustificare una recensione buona.... Le camere sono piccole i bagni niente di che Letto matrimoniale composto da due brandine e due materassi Colazione normalissima",City Hotel,2019-07-05,3 stelle
444,Marcello F,"abbiamo soggiornato qua una notte. Hotel è a 2 minuti a piedi dal lungo lago di Desenzano e vicinissimo ai principali negozi. la camera era pulita alla perfezione e, nonostante non molto ampia, organizzata alla perfezione.Colazione strepitosa e di qualità . Anche qui devo fare i complimenti per la sala molto accogliente con un buffet davvero di qualità e organizzatissimo. Il personale è stato gentilissimo in tutto e per tutto.  A mio avviso un tre stelle davvero di altissimo livello. Complimenti a tutto lo staff per l'ottimo lavoro e l'impegno.…",City Hotel,2019-07-05,5 stelle
445,Loma1963,Hotel 3 stelle molto curato e pulito con personale cortese ed in posizione strategica. Camere confortevoli con dettagli curati. Vasta scelta per la colazione inclusa. Camere con TV a grande schermo. Consigliato!!!,City Hotel,2019-07-05,5 stelle
446,Paolo72_11,"Prima esperienza al City, posizione centralissima, con comodo parcheggio gratuito.Camera standard piccola ma funzionale, con cassaforte e grande TV. Doccia un po’ ristretta.Colazione abbondante, con ampie scelte dolce salato.Il giudizio sarebbe 3pallini 1/2, ma per 80euro con colazione guadagna 4pallini.Per brevi soggiorni consigliato.",City Hotel,2019-07-05,4 stelle
447,Ilaesta,"Sono stata in questo hotel per un Week end con le amiche, ci hanno accolte con molta gentilezza, camera x 4 un po piccola ma molto pulita, ambiente moderno e forse ristrutturato da poco.Prezzi nella norma, ampio parcheggio provato a disposizione dell'albergo, e colazione a buffet con vasta scelta di qualsiasi cosa dolce e salato.",City Hotel,2019-07-05,5 stelle
448,Manuela S,"Sono stata in questo hotel con un gruppo di amiche per un tranquillo weekend alle terme di Sirmione.Camera pulita, personale gentile e disponibile, colazione a buffet con vasta scelta, parcheggio comodo e posizione dell’hotel vicino al centro.",City Hotel,2019-07-05,5 stelle
449,matteo z,Una notte in questo gradevole hotel situato a 100 metri dall'isola pedonale del centro di Desenzano. Camera molto bella e colazione ottima. Peccato un'insonorizzazione non perfetta e tapparelle che nulla possono contro il forte vento (leggasi tutta notte a sbattere).,City Hotel,2019-07-05,4 stelle
450,Hubertbosin,"Personale gentilissimo, pulizie impeccabili e colazione super! Io e mia moglie abbiamo alloggiato solo per una notte causa viaggio di lavoro, ma saremmo stati volentieri lì tutta la settimana. Consigliatissimo!!!!!",City Hotel,2019-07-05,5 stelle
451,Roberto B,"Ottima posizione a pochi metri dal centro pedonale. Abbiamo apprezzato la cortesia e la disponibilità di tutto il personale. Camere comode e pulite, anche se dotate ancora di moquette. Colazione perfetta, con ampia scelta, apprezzata ancora di più  sui tavolini esterni. Da consigliare.",City Hotel,2019-07-05,4 stelle
452,Vale C,Abbiamo soggiornato in quattro per tre notti in questo hotel scelto per la posizione centralissima e la disponibilità di un parcheggio privato. La camera è molto spaziosa così come il bagno. Colazione molto buona. Personale gentilissimo e molto disponibile sia durante i contatti telefonici che all'arrivo.,City Hotel,2019-07-05,5 stelle
453,ariconti,"Albergo comodissimo. Abbiamo soggiornato solo per una notte nella junior suite che per noi quattro era confortevole e spaziosa. Bagno moderno, doccia enorme. La coazione molto varia e comodissima la posizione, in un attimo si è nel centro.",City Hotel,2019-07-05,5 stelle
454,girinoo,"L'hotel è facile da raggiungere, camera e parti comuni pulite, personale gentile e disponibile. Colazione nella norma. Il centro è facile da raggiungere. L'ascensore è un pò piccolino, così come camera e bagno (per lo meno nella camera standard). Ristoranti e pizzerie comode in zona",City Hotel,2019-07-05,4 stelle
455,GraceMarty,"Ottima la posizione vicinissimo al centro ed al lungo lago ma lontano dal casino. Nonostante il personale gentilissimo non é sufficiente per colmare il degrado delle stanze, vecchie e piccole. Nella nostra stanza c'era odore di muffa talmente forte da costringerci a dormire con le finestre aperte nonostante il caldo torrido. La muffa creata dalla perdita d'acqua del condizionatore: in camera pioveva. Il bagno piccolo e scomodo, dovevi stare attenta ad uscire dalla doccia. Arredamento con mouquette e tappeti degli anni 60......",City Hotel,2019-07-05,2 stelle
456,zetaugualeadue,"Ho alloggiato in questo hotel, per due notti, in compagnia della mia famiglia (4 persone)...posizione ottima a pochi passi dal centro pedonale e dai traghetti...Camera (junior suite) confortevole, moderna e con tutto il necessario...bagno spazioso, con bellissima doccia!!!Colazione ottima e varia nelle proposte, con la possibilità di richiedere l’espresso anziché bere il caffè della macchinetta!!!Parcheggio gratuito in loco garantito per tutti gli ospiti.Un plauso speciale per la pulizia della camera, delle aree comuni e della zona colazione, dove dopo aver sparecchiato veniva subito pulito il tavolino!Ci ritorneremo!!!",City Hotel,2019-07-05,5 stelle
457,padesant,"A meno di un passo dal centro e dai traghetti. Camere molto confortevoli, avevo una junior suite; l'assenza dell'armadio l'ho valutata non rilevante. Doccia ampia e 2 televisori per le due aree della stanza. Colazione non eccezionale, ma adeguata a un 3 stelle. Gentilezza del personale ad alti livelli",City Hotel,2019-07-05,5 stelle
458,Maddalena2015,"Prenotato seguendo altre recensioni ci ha piacevolmente soddisfatto in tutto. Posizione perfetta a due passi dal centro, dall imbarco dei battelli per le escursioni. stanza per la nostra famiglia di 4 persone direi abbondante con bagno annesso spazioso. da donna .... pulizia da 10. colazione ben curata, non mancava nulla. personale disponibile e solare attento alle esigenze.sicuramente per la prossima gita al lago torneremo qui!",City Hotel,2019-07-05,5 stelle
459,Mei-chan90,"Ho alloggiato bene in questa struttura, il personale è stato molto professionale e gentile e mi hanno accontentato in ogni richiesta di noleggio biciclette e late check out.Si trova a pochi metri di cammino dal centro di Desenzano.La colazione buona e varia conteneva anche prodotti senza glutine e senza lattosio che non è scontato.Unica pecca : ho trovato L albergo ordinato e pulito ma purtroppo il letto odorava tanto di polvere.. magari qualche dritta alla donna delle pulizie!Tutto sommato ho passato proprio un bel soggiorno",City Hotel,2019-07-05,4 stelle
460,Cesare C,siamo stati 3 giorni peruna vacanza relax. tutto a livello di eccellenza. Dalle camere alla cucina alla piscina senza dimenticare la gentilezza e la disponibilita' del personale. Da consigliare sicuramemte. Torneremo.   Piero C.   ,Villa Rosa Hotel,2019-07-05,5 stelle
461,Ale Cavi,"Posizione hotel molto nella, vicinissimo al lago. Comodo parcheggio sul retro (sia dell’hotel, con pochi posti, sia a pagamento) Camere spaziose, semplici nell’arredamento ma curate e pulite.  Nel mio caso ho usufruito di una superior con balconcino e parziale vista lago.  Servizio di check in - check out molto veloce.  Colazione abbondante con sala vista lago. Le bevande (caffè, cappuccio, etc)vengono servite con una macchina automatica. Qualità non male.  Possibilità di mangiare nel ristorante dell’hotel, con qualità buona e prezzi in linea. Unica pecca, gli 8€ per il coperto e un’acqua.  consigliato.   …",Villa Rosa Hotel,2019-07-05,4 stelle
