,utente,commento,hotel,dataIns
507,Simona C,"Quest'anno il regalo di compleanno per il mio compagno è stato un soggiorno di due notti a Venezia. Leggendo le ottime recensioni sull'Hotel Al Ponte Mocenigo, ho prenotato una camera e...la scelta devo dire che è stata azzeccatissima!!La struttura, non grandissima ma elegante, curata e in stile veneziano, pulita e profumata in ogni suo angolo.Al nostro arrivo il proprietario ci ha addirittura fatto sistemare in una camera superiore a quella scelta da noi, completamente insonorizzata e bellissima.Colazione ottima e molto fornita, sia dolce e salato, servita in una piccola corte al piano inferiore.L'Hotel si trova in centro, facile da raggiungere (Vaporetto linea 1 - San Stae ) ma comunque defilato dal caos delle zone più turistiche e vicino a vicoli e piazzette deliziose, dove poter trovare locali e ristoranti.Veramente grazie per l'accoglienza.Consiglio vivamente l'Hotel Mocenigo per soggiornare in questa stupenda città.",Hotel Al Ponte Mocenigo,2019-07-05,5 stelle
508,alelapazza77,Abbiamo prenotato un weekend per festeggiare il nostro anniversario e la scelta è’ stata azzeccatissima! La struttura offre camere arredate in puro stile veneziano . Eleganti e molto curate . La posizione è’ ottima e permette di muoversi per la città e di raggiungere facilmente i punti strategici! Il personale si è’ dimostrato gentile e disponibile. Insomma un hotel che le stelle le merita veramente. Grazie per averci ospitato.,Hotel Al Ponte Mocenigo,2019-07-05,5 stelle
509,bitica,"Ho soggiornato in questo hotel per un week end ad aprile con i bambini e ci siamo trovati molto bene. Camere non enormi ma comode e pulite. Personale molto gentile e disponibile per qualsiasi richiesta. Ottima anche la colazione, varia ed abbondante. Anche la posizione permette di muoversi tranquillamente a piedi per visitare la città (dalla stazione centrale sono circa 20 minuti a piedi). Volendo c'è anche la fermata del vaporetto accanto. Lo consiglio!",Hotel Al Ponte Mocenigo,2019-07-05,4 stelle
510,3Becky3,"L’albero si trova in un ottima posizione, a 15 minuti dalla stazione Santa Lucia e 20 min max dal piazza San Marco. Il personale molto gentile e disponibile nell’accontentare sempre l’ospite oltre a darle tutte le informazioni di cui ha bisogno.Stanze pulite in tipico stile veneziano. Noi alloggiavamo nella dependance di fronte all’albergo con affaccio su un canale come richiesto l’unica pecca, per questo nn ho dato 5 stelle, perché la Wi-Fi gratuita, non funzionava bene come nell’albergo.Colazione super buona, tutti i dolcetti eccezionali. Lo straconsiglio.",Hotel Al Ponte Mocenigo,2019-07-05,4 stelle
511,fildirezione,Ovviamente ottima posizione.Struttura molto carina e curata nei dettagli.Tutto lo staff è gentile e disponibilissimo.Sa distinguersi tra le numerosestrutture della città. Ottima colazione e gli arredi delle camere.,Hotel Al Ponte Mocenigo,2019-07-05,5 stelle
512,Francesca N,"Hotel meraviglioso! Camera curata,ampia e pulita in stile barocco.Il personale è disponibile e molto gentile. Non potevamo desiderare di meglio per il nostro soggiorno a Venezia.Zona tranquilla ma comoda.Consigliatissimo!!",Hotel Al Ponte Mocenigo,2019-07-05,5 stelle
513,faurora,"Camere bellissime, molto pulite e arredate in pieno stile barocco. I gestori gentilissimi all'arrivo hanno sostituito gratuitamente la nostra camera una superior. Posizione centralissima a cinque minuti da Rialto, l'albergo si distingue per l'ottimo rapporto qualità prezzo e per la disponibilità del personale. Torneremo sicuramente",Hotel Al Ponte Mocenigo,2019-07-05,5 stelle
514,Cippolo,"Hotel situato in posizione strategica per visitare Venezia, cinquanta metri dalla fermata del vaporetto di S.Stae. Camere belle, romantiche e pulitissime , materassi comodi e qualità del sonno buona. Gestori gentilissimi. Buona la colazione.",Hotel Al Ponte Mocenigo,2019-07-05,5 stelle
515,Riccardo R,"Chi dice che venezia è caotica non ha mai soggiornato all'hotel al ponte mocenigo. A pochi passi dal canal grande e dalla fermata del vaporetto di S. Stae, questa antica struttura offre una qualità quasi familiare direi. Abbiamo soggiornato in una ampia camera in stile veneziano, con un ampio bagno, sita in un corpo adiacente al corpo centrale. La pulizia eccellente con un puntuale cambio quotidiano degli asciugamani. La colazione, offerta da un personale efficiente e cortese, si svolge in una piccola sala affacciata su un delizioso cortile interno e  risulta completa e varia. Ultima notazione il Wi-Fi funziona bene pur non essendo noi stati alloggiati nel corpo centrale. Consigliatissimo.",Hotel Al Ponte Mocenigo,2019-07-05,5 stelle
516,yusufa06,"non potevamo fare scelta migliore. Le camere sono molto spaziose e accogliente, il servizio offerto merita ampiamente il prezzo. La colazione inoltre nel piccolo cortile interno è veramente deliziosa. Si trova a 10 min a piedi dalla stazione di Venezia Santa Lucia e vicino a ristoranti che meritano di essere visitati. Se tornerò a Venezia sicuramente alloggerò nuovamente qui.",Hotel Al Ponte Mocenigo,2019-07-05,5 stelle
517,Federica,"Albergo magnifico sotto ogni aspetto.Struttura d'epoca, tradizionale e molto suggestiva nel sestiere di Santa Croce, affacciato direttamente sul canale.Ottima posizione, a 15 minuti a piedi da piazza San Marco e da Piazzale Roma (la zona dei parcheggi) e a meno di 100 metri dalla fermata del vaporetto di San Stae. Numerosi negozi, ristoranti e bacari nella zona.Le camere sono ampie, confortevoli e ben arredate, in stile veneziano. La mia, la n°5, era dotata anche di un romantico balconcino che affaccia sul rio sottostante.  Comodo anche il bagno con vasca da bagno e prodotti di cortesia. Le grandi finestre, con tende oscuranti, lasciano entrare una bella luce. Ottima anche la colazione con una vasta scelta di prodotti di qualità, sia dolci che salati. Molto piacevole fare colazione nella corte esterna durante la bella stagione. Personale cordiale, gentile e molto disponibile.",Hotel Al Ponte Mocenigo,2019-07-05,5 stelle
518,Mauro V,La mia esperienza presso questa struttura inizia con una telefonata e finisce pochi secondi dopo. La sensazione è che in quel di Venezia si siano dimenticati di cosa sia l'educazione e la cordialita'. Molta gente dovrebbe cambiare mestiere!,Hotel Al Ponte Mocenigo,2019-07-05,1 stelle
519,melaguendy,"Seconda volta che torniamo in questo angolo di paradiso a Venezia.Un albergo semplicemente meraviglioso.Comodo a tutto ma ""Far from the Madding Crowd"".Proprietari e personale assolutamente splendidi e gentilissimi,sempre disponibili e sorridenti ( cosa che non guasta mai ).Entrambe le volte soggiornato nella dependance ,distante pochi passi dell'albergo.Camere bellissime con bagni ampi.Colazione salata e dolce molto abbondante,con prodotti sia confezionati che freschi,anzi,freschissimi!I mini krapfen sono spaziali!Ma anche le torte salate!Meraviglioso anche il ""caffelatte"" che non è il cappuccino.Da provare,in quel bicchiere di vetro . Pulizia estrema, comodo sia per chi ama camminare a piedi ( 15 minuti dalla stazione,5 dal ponte di Rialto ).Fermata del vaporetto San Stae a pochi minuti. Un due stelle che,personalmente,ne vale almeno quattro!",Hotel Al Ponte Mocenigo,2019-07-05,5 stelle
520,VALERIA R,"Scrivo questa recensione sognando ad occhi aperti di essere ancora lì, dietro quella finestra, osservando quello scenario che mai più dimenticherò. L’hotel Filù è semplice, moderno, funzionale posto in una zona stupenda, centrale  per raggiungere a piedi qualsiasi destinazione, ma nello stesso tempo lontana dalla massa.  La stanza numero 102, non grandissima, ma perfetta in tutto, dal comodissimo letto, al bagno pulito, dalle forme essenziali compreso di un bel kit cortesia che non ha nulla da invidiare dagli alberghi  4 stelle ( ciabattine, shampoo, sapone, cotton fiocc, kit cucito, kit barba, cuffie) in stanza mini frigo, cassaforte, bollitore, dalla descrizione dei vari siti questo albergo mi aveva già colpito, ma nella realtà vi assicuro che supera di gran lunga le aspettative. La colazione ricca e  varia dal dolce al salato, dal latte di soia ai succhi di frutta, yogurt greco, salumi, formaggi,  in una piccola saletta con pochi tavolini. All’ingresso accanto la reception  c’è una saletta con comode poltroncine, noi siamo stati li dopo il check out, bella musica in sottofondo, il telefono sotto carica, il personale sempre ben sorridente mai invadente e mai fastidioso,  sembrava di stare nel salotto di casa, solo che fuori dalla vetrata abbiamo potuto ammirare silenziosamente il ponte delle Guglie.  Il personale dalla simpaticissima proprietaria, alle addette alla pulizia, alle ragazze della reception, alle signore della colazione, tutte davvero molto professionali ma con quel pizzico di umiltà e gentilezza che difficilmente noi siciliani troviamo al nord. Un’ospitalità, quella dell’hotel Filù,  che lascia il segno, in una città unica al mondo!  …",Hotel Filù,2019-07-05,5 stelle
521,Lorenzo P,"Ristrutturato recentemente con attenzione alla domotica e sicurezza, questo hotel che si affaccia sul ponte delle Guglie e alle spalle del Ghetto ebraico si pone come un prototipo di bellezza, comfort e modernità..in un contesto unico e di venezianita' ormai difficile da trovare altrove. Comodo l'approdo dei vaporetti a 20 metri e una miriade di locali, negozi e bar dove è bello sentirsi rispondere in dialetto. Personale e Titolare molto gentili e disponibili!  Bravi! …",Hotel Filù,2019-07-05,5 stelle
522,RobertoA1968,"Ottima posizione per visitare la città a piedi, situato a meno di 10 min. dalla stazione dei treni e a 15 min. da Piazza San Marco, a 30 metri di fianco dell'albergo c'è comunque la fermata dei vaporetti. Le camere sono nuove e grandi, così come il bagno, e pulitissime. Colazione abbondante con vasta scelta. Il personale è gentilissimo e soprattutto disponibile per risolvere qualunque problema o necessità. Nel complesso un ottima struttura da consigliare e nella quale ritornare dovendo visitare Venezia…",Hotel Filù,2019-07-05,5 stelle
523,Kelly,"Eravamo lì per una ricorrenza, stanza molto piccola ma la vista con doppia finestra angolare ti toglieva il fiato. Meraviglioso tutto e soprattutto un tocco di romanticismo sia la sera che al risveglio . ",Hotel Filù,2019-07-05,5 stelle
524,fabiomp,Le camere sono molto curate e ben arredate. Consiglio la stanza con vista sul canale. L'unica pecca è la grandezza del letto matrimoniale. Per chi è più alto di 192cm fuoriescono i piedi dal letto. Buon rapporto qualità prezzo!,Hotel Filù,2019-07-05,4 stelle
525,MuseoGhizzardi,"Alle porte del Ghetto Nuovo, l'hotel Filù ha aperto da poco i battenti: stanze moderne, ottimamente arredate ed equipaggiate, bagno con doccia emozionale, personale disponibile e servizievole, ottima colazione. Decisamente molto sopra la media per gli standard di ospitalità veneziana in questa fascia di prezzo.",Hotel Filù,2019-07-05,5 stelle
526,Fanfulla95,"Abbiamo soggiornato qui per una sola notte e ne é valsa la pena!! Ambiente veramente carino,ben arredato, personale estremamente cortese, solare e disponibile.La pulizia della stanza era molto buona. Da tornare! lo consigliamo vivamente a chi ama l'eleganza nella sua semplicità!",Hotel Filù,2019-07-05,5 stelle
527,maxrizzi81,"Veramente stupendo e ottima posizione, personale cordiale, ristrutturato molto bene, ambiente moderno e stupendo, a due passi dalla stazione, vicino al canale con mezzi di collegamento, stanza pulitissima e prezzo giusto, più che un tre stelle sembra un quattro stelle, ve lo consiglio",Hotel Filù,2019-07-05,5 stelle
528,D P,"Ottimo rapporto qualità prezzo. Nuovissimo. Dimensioni contenute. Pulizia perfetta. Personale cortesissimo e disponibile.  Da non perdere. A due passi dal ghetto e da vari bacari, fuori dalla calca dei turisti.",Hotel Filù,2019-07-05,5 stelle
529,Manuela E,"Hotel nuovo elegante posizionato a pochi minuti dalla stazione di Santa Lucia.Camere pulite,personale cordiale, ottima anche la colazione dolce e salata.Vista canale MERAVIGLIOSA. Possibilità di lasciare i bagagli",Hotel Filù,2019-07-05,5 stelle
530,sira1,"Mi sono trovata veramente bene in questo hotel che si trova a meno di dieci minuti a piedi dalla stazione, a Cannaregio, vicino al ghetto. Il personale è molto cordiale e professionale. Il posto è molto pulito e assai ben tenuto. Le stanza non sono enormi ma in compenso i bagni con doccia sono veramente grandi.Ero lì per lavoro ma vi tornerò in vacanza",Hotel Filù,2019-07-05,5 stelle
531,Loca L,"Dovendo trascorrere una notte a Venezia ho prenotato questo hotel quasi a caso. Posizione strategica a pochi minuti dalla stazione ma già all'interno della meravigliosa Venezia! Da fuori passa quasi inosservato, ma fortunatamente dentro è una bella sorpresa. Arredamento nuovo, moderno e super luminoso. Buona accoglienza alla reception che forniscono fin da subito una mappa della città. Inoltre, ci hanno consigliato una deliziosa pasticceria per fare colazione (in caso non fosse inclusa) e spuntini salati a pochi passi dall'hotel e qualche chicca veneziana per mangiare specialità tipiche. La camera era davvero carina. Stesso stile delll'hotel, e pulizia impeccabile! Lo consiglio vivamente per rapporto qualità/prezzo, ospitalità, posizione e pulizia. Inoltre se le camere non sono pronte potete lasciare i bagagli in deposito!",Hotel Filù,2019-07-05,5 stelle
532,Marco D,"Ho appena passato un fine settimana di soli 2 giorni in questo hotel. Parto subito col dire che sono stato fortunato a trovarlo tra i tanti hotel disponibili a Venezia, poichè l'ho molto apprezzato sia per eleganza che per modernità, ma anche per la zona davvero vicina alla stazione dei treni. Appena arrivati accolti subito a braccia aperte, dopo pranzo ci hanno consegnato la stanza davvero bella e spaziosa per una coppia, con tv schermo piatto. Il bagno credo sia quel tocco in più, grazie alla cromoterapia che rende tutti più lussuoso. Anche la colazione ci ha colpiti per la varietà di cibo (dal dolce al salato, alla frutta). Credo che sia ai limiti del 3 stelle, poichè anche 4 sarebbero meritate, se non fosse magari per le limitate dimensioni dell'edificio. Per quanto riguarda pulizia, educazione e comfort darei il voto massimo come recensione, ma mi permetto di lamentarmi, e limitarmi a 4 su 5, poichè nella stanza non vi era un letto matrimoniale, bensì due singoli, ed inoltre anche i piumoni erano due singoli, e dava un pó fastidio il fatto che i materassi si allargassero creando un buco. Ma tutto sommato davvero felice del soggiorno, e spero vivamente di poterci tornare.",Hotel Filù,2019-07-05,4 stelle
