,utente,commento,hotel,dataIns,rating
144,Marco F,"Prima vacanza della stagione, prima volta allo Stockholm...che dire... 4 giorni favolosi grazie a Roberta e Alessandro e tutto lo staff che si sono resi sempre disponibili e che ci hanno fatto sentire come a casa. Hotel vicino al mare con abbondante colazione e pulizia delle camere eccellente.  Ci ritorneremo sicuramente!! Lorena e Marco…",Hotel Stockholm,2019-07-05,5 stelle
145,Cristian Z,"Abbiamo soggiornato in questo bellissimo hotel per due notti!Accolti con gentilezza e con il sorriso che ci hanno accompagnato per tutto la nostra  (purtroppo breve) permanenza !Le camere rinnovate e pulitissime,colazione abbondante e varia e una posizione tranquilla ma comoda e vicinissima alla spiaggia ben curata! Che dire....complimenti è speriamo a presto!",Hotel Stockholm,2019-07-05,5 stelle
146,Roberto P,"Tutto ottimo. Dovevamo restare una sola notte, ma ne abbiamo fatte due. Weekend per l'anniversario di matrimonio e non poteva andare meglio, in totale relax. Camera n. 5, tipologia standard, comunque spaziosa e accogliente con terrazzino completo di sedie e tavolino. Colazione dolce e salato favolosa in ambiente pulito e piacevole. Proprietari e personale super cortesi e disponibili. Posizione anche in spiaggia perfetta. Ristoranti/pizzeria convenzionati di qualità con sconto.Complimenti a Roberta e Alessandro, continuate così!Graziella e Roberto.",Hotel Stockholm,2019-07-05,5 stelle
147,Simone B,"in ottima posizione rispetto alla spiaggia, camere spaziose e personale gentilissimo, colazione ottima ma la cosa per me più comoda è l'area bimbi interna al coperto che è spettacolare per chi come noi aveva bambini piccoli.consigliatissimo",Hotel Stockholm,2019-07-05,5 stelle
148,Federica Sibiriu,Appena tòrnati dal nostro piccolo stacco dalla quotidianità che dire nn ha solo soddisfatto ke nostre aspettative ma le ha superate in tutto!hotel ben curato nel dettaglio massima pulizia di camere e ogni ambiente colazione super abbondante e varia con dolci e torte fatte in casa buonissime a 2 passi dalla spiaggia e che dire della cordialità dei proprietari???accolti subito con sorriso gentilezza disponibilita nn sentirsi un cliente anonimo nn è poco!onestamente mai capito è la prima volta che ci sentiamo soddisfatti in tutto nn si puo davvero trovare una pecca!!concludo con una frase si mio figlio di 11 anni in viaggio per il rientro a casa:ho già tanta nostalgia dell albergo e dei proprietari. Grazie di cuore appena possibile torneremo sicuramente da voi,Hotel Stockholm,2019-07-05,5 stelle
149,luca q,"Rapporto qualità prezzo eccellente, accoglienza, cortesia, pulizia, location oltre le aspettative. I proprietari persone molto disponibili sempre con il sorriso, vicino al mare, ottima struttura rimodernata in seconda fila rispetto alla spiaggia, camere spaziose, zona giochi accanto alla sala colazioni separata da vetrate. Colazione ricca. A due passi ristoranti a prezzi vantaggiosi con pietanze ricche e curate. Lo consiglio vivamente e sicuramente ne terrò conto al mio prossimo soggiorno in Jesolo. Ps. Non è la prima volta che soggiorno al lido di Jesolo.",Hotel Stockholm,2019-07-05,5 stelle
150,Marco ing,"Ottimo ambiente, pulito, camere perfette...Persone cordiali alla reception..chiedete di Roberta e Alessandro.Hotel strutturato molto bene a due passi dal mare.. Tutti i confort presenti, non manca nulla..Se ritornerò a Jesolo questo sarà il mio Hotel...Grazie ciao",Hotel Stockholm,2019-07-05,5 stelle
151,Papero1970,"Impeccabile nella pulizia e nell'ordine di tutto l'hotel: hall, sala, piscina. Le camere e il bagno vengono rassettati e puliti con precisione e igiene perfetti.La conduzione familiare è in grado di rispondere a qualsiasi esigenza con pazienza, cortesia e simpatia.La colazione soddisfa qualsiasi esigenza qualitativa, quantitativa ed é molto variegata.Sicuramente la inserisco tra le migliori vacanze trascorse.",Hotel Stockholm,2019-07-05,5 stelle
152,maxi c,"Hotel vicino al mare, gestito da persone disponibili, camere spaziose e con pulizia impeccabile.Qualità del sonno ottima, la nostra camera di recente ristrutturazione era molto carina. Un po' scomoda la doccia in centro bagno con ante in plastica, esce un po' di acqua durante l'utilizzo.Colazione buona ed abbondante.Parcheggio auto sotto all'hotel, molto comodo.",Hotel Stockholm,2019-07-05,4 stelle
153,Federica B,"Ottima struttura, ottimo trattamento, la nostra sistemazione preferita a Jesolo. Se dobbiamo rilassarci, questo è l'hotel giusto. Colazione super, spiaggia e piscina a portata di... passi. Torneremo sicuramente!",Hotel Stockholm,2019-07-05,5 stelle
154,satrapoxxx,"Ciao a tutti, albergo a due passi dalla spiaggia, con piscina e servizio parcheggio, pulito stanze ampie e comode arredi moderni, colazione internazionale in un ambiente luminoso e piacevole , ma vorrei sottolineare ""il valore Aggiunto"" : Roberta , gentile, spigliata carina e molto genuina, prodiga di informazioni che fanno bene al suo hotel ma anche al territorio consigliando come vivere al meglio Jesolo . Brava voto: 8Stanza 10 !! CIAO",Hotel Stockholm,2019-07-05,5 stelle
155,Giulia G,"Io e la mia famiglia frequentiamo questo hotel ormai da molti anni, e ogni volta che torniamo troviamo con piacere dei miglioramenti alla struttura. Le camere sono spazione e super pulite, colazione abbondante e cucina appetitosa, ma sicuramente una nota di merito spetta al personale: tutti molto gentili, simpatici e professionaliGrazie Hotel stockholm per essere ormai la nostra seconda casa al mare ❤️",Hotel Stockholm,2019-07-05,5 stelle
156,andreaxxl,"Consigliatissimo, spiaggia a 2 minuti, camere pulitissime, colazione da 4 stelle, piscina perfetta per nuotare. Prezzi economici. Io lo consiglio. I gestori ora sono miei amici. Oggi parto e ho il magone...",Hotel Stockholm,2019-07-05,5 stelle
157,Rebecca T,"Albergo davvero carino situato a pochi metri dalla spiaggia, offre delle camere spaziose e, cosa molto importante per una zona di mare, una doccia degna di tale nome! Inoltre il personale era davvero gentilissimo e ospitale, la colazione a buffet fantastica e una piscina tutta da godere. Sicuramente da tornarci!",Hotel Stockholm,2019-07-05,5 stelle
158,Viola950,Abbiamo passato qualche giorno in questo hotel scegliendolo tramite recensioni tripadvisor. Location buona a 3 minuti dal mare. Piscina valida  e proprietari molto gentili e simpatici. Ottimo per poter girare per Jesolo,Hotel Stockholm,2019-07-05,4 stelle
159,Debora T,"un albergo dove si diventa immediatamente parte della famiglia...Roberta e Alessandro ti accolgono con eleganza e simpatia, l'equipe che sono riusciti a creare in hotel è davvero eccezionale...tutto il personale molto qualificato e sempre pronto a qualsiasi esigenza...cucina molto curata e per finire in bellezza...PULITISSIMO (cosa x me FONDAMENTALE avendo una bimba piccola!)Davvero un plauso ai titolari che si danno un gran da fare...sono in hotel a qualsiasi ora in qualsiasi giorno e sempre con il sorriso...nemmeno i super eroi....Consigliatissimo davvero....",Hotel Stockholm,2019-07-05,5 stelle
160,Matteo M,"Secondo weekend in questo hotel , la prima volta due anni fa . Come la volta precedente abbiamo trovato un ottimo ambiente , personale sempre cortese , ambienti comuni e camera molto pulita , cibo di ottima qualità . Ottima idea anche l’anguria party . Consigliato  ",Hotel Orient & Pacific,2019-07-05,5 stelle
161,anna p,"Breve soggiorno di lavoro. Personale molto gentile e qualificato, splendida piscina con 3 tipi di idromassaggio, camera piccola ma pulita con tutti i comfort ed un letto molto comodo, colazione semplicemente eccezionale ! Ottima scelta, il prossimo soggiorno a Jesolo sarà sicuramente ancora qui. …",Hotel Orient & Pacific,2019-07-05,5 stelle
162,Curious27310104933,"Soggiorno in questo hotel da circa una decina di anni. Ambienti molto puliti, personale gentilissimo e cibo di ottima qualità! La piscina, rinnovata pochissimi anni fa, è bellissima. Una garanzia ogni anno! ",Hotel Orient & Pacific,2019-07-05,5 stelle
163,Robert M,"Tutto molto positivo, bellissima la stanza e il bagno. Personale di classe, la colazione era ok. Mi sono mancate le brioches alla crema ma è un piccolo dettaglio. Ci hanno dato una stanza più bella di quello che avevamo preso. Molto carino e cortesi",Hotel Orient & Pacific,2019-07-05,5 stelle
164,Stefano P,"Frequentiamo da 10 anni l'hotel e ritrovare anno dopo anno confermare le aspettative già è un buon risultato, ma la passione e la professionalità che Fabio, Sara e tutto lo staff dell'hotel riservano ai loro ospiti fa sì che anche questo Week end lungo è stato a dir poco eccellente. Segnalo in particolare colazione e cena che seppure sempre molto buoni sono stati addirittura migliorati.…",Hotel Orient & Pacific,2019-07-05,5 stelle
165,Giudizio Anonimo,"Ottima posizione. Camera di piccole dimensioni ma pulita e carina. Staff cortese e disponibile. Colazione ricca e vatiegata; ottima anche la ""sezione"" dedicata a chi è intollerante al glutine. Cibo ottimo e di qualità. Il fatto che la piscina sia riscaldata è davvero un valore aggiunto agli altri servizi offerti dalla struttura. Tornerò sicuramente",Hotel Orient & Pacific,2019-07-05,5 stelle
166,Emanuelle S,"Ci sono stato con la moglie, abbiamo optato per un vacanza di due notti, bella la location in prima fila zona Lido di Jesolo, ci sono state tante cose positive e alcune meno ma andiamo con ordine:- Da segnalare oltre la zona e la prima fila, servizio bici compreso, servizio piscina meraviglioso grazie a Dennis( tanti saluti ), parcheggio senza problemi grazie anche al loro posto non lontano dall'albergo sorvegliato, la colazione ampia e variegata, apparte i salumi, un must che ci voleva e ci sono le centrifughe, con frutta e verdura già tagliata e pronta da utilizzare a quantità e volontà- Riposo garantito tranquillo senza rumori da fuori.Cose negative da migliorare sicuramente, i dolci fatti in casa troppo asciutti e insipidi già alle 8 di mattina, camere troppo piccole soprattutto quelle laterali, lavandino mal messo e datato, doccia piccola continuavo personalmente a sbattere nel lavarmi ma sono cmq ingombrante 191 94 kg.Ho apprezzato il parquet di legno nelle camere, sempre meglio della moquete verde che non sopporto specialmente nei piani che accedono alla zona stanze se non é climatizzata regolarmente.",Hotel Orient & Pacific,2019-07-05,3 stelle
167,Laura M,camera un po' troppo piccola ma con vista mare purtroppo per causa mal tempo non abbiamo potuto godere ne della piscina ne della spiaggia per cui era difficile capire come impegnare il tempo a parte far sciugare costantemente i vestiti bagnati..,Hotel Orient & Pacific,2019-07-05,4 stelle
168,Flavio,"Hotel moderno di ottimo livello. Pulito e ben organizzato. La cucina è ottima, molto creativa in cui si utilizzano prodotti freschi di qualità. Il rapporto qualità prezzo è veramente interessante. Sicuramente ci torneremo.",Hotel Orient & Pacific,2019-07-05,5 stelle
169,Ottcos,"Ottima struttura in zona non affollata ma bella. Il cibo è ottimo sia per scelta che per qualità. Il personale, specie direttivo, è molto premuroso ed accogliente. La zona è tranquilla e ben posizionata. I servizi in spiaggia e piscina (riscaldata) sono ottimi",Hotel Orient & Pacific,2019-07-05,5 stelle
170,mauro t-oldtanz,"Scelto albergo per moonlight marathon. Ottimo. Tornerò di sicuro.Ogni aspetto mi ha soddisfatto:1) Struttura2) doppia uso singola ( regalata)3) pranzo ( ottima insalata 10 euro)4) bici gratis5)piscina perfetta6) spiaggia privata ad un passo7) cortesia8) colazione impressionante ( plus)9) cortesia10) prezzo ( a maggio )Che voto, secondo voi ?10 ovviamente.",Hotel Orient & Pacific,2019-07-05,5 stelle
171,Mauro B,"Soggiorno di una notte per lavoro.L'albergo si presenta bene, molto comodo il parcheggio.Alla reception il personale è molto cortese e ha sbrigato le pratiche velocemente.Cena a menù fisso, con possibilità di scelta fra i piatti, abbondante e di ottima qualità.Colazione superlativa, con ampia scelta fra dolce,salato e centrifugati vari.Sia la cena che la colazione sono servite nel ristorante con vista mare, un plus non indifferente.L'unica pecca a mio avviso è la dimensione della camera e del bagno, davvero un pò troppo risicate. In ogni caso penso che tornerò volentieri in questa struttura.",Hotel Orient & Pacific,2019-07-05,4 stelle
172,GoPlaces23199868228,"Hotel scelto tra tanti che Booking offriva, questa volta devo proprio dire di aver avuto grande fortuna... il mio giudizio è assolutamente positivo per tutto, in primis per il personale, la pulizia ( purtroppo ho allergia agli acari e non ho avuto alcun problema), colazione superlativa, tornerò sicuramente!!!",Hotel Orient & Pacific,2019-07-05,5 stelle
173,Claudio65it,"Ottima accoglienza gentili e disponibili, con colazione completa ed assortita per tutti i gusti, direttamente alla spiaggia, con zona e piscina esterna privata. Disponibilità di biciclette  per una passeggiata",Hotel Orient & Pacific,2019-07-05,5 stelle
174,manu b,Buon hotel si trova fronte spiaggia.piscina riscaldata con idromassaggio molto bello .colazione ottima con centrifughe fresche .camere spaziose bagno piccolino ma ben organizzato. ampio parcheggio nella norma.,Hotel Orient & Pacific,2019-07-05,4 stelle
175,Elena M,"Ho soggiornato in questo Hotel per qualche giorno, mi sono trovata benissimo (c’ero già stata). Molto confortevole, pulito e personale molto disponibile, cortese ed educato. Così come la reception 🔝 lo consiglio vivamente.",Hotel Orient & Pacific,2019-07-05,5 stelle
