"utente"|"commento"|"hotel"|"dataIns"|"labelpers"|"tipo_lista"
"maisenza13"|"Sono stato con la famiglia( mia moglie e due bimbi) nelle settimane centrali di ferragosto per il 5 anno consecutivo.Staff del campeggio impeccabile. Piazzola spaziosa pulita e all'ombra. Grande rispetto degli orari del silenzio. Beach service sempre sorridente e disponibile. Spiaggia pulita e spaziosa.Fiore all'occhiello l'animazione, mai invadenti e con un fitto programma per tutte le età. Corsi di tennis e calcio con istruttori preparati e non improvvisati per gli under 14, programma di Fitness che copre tutta la giornata molto vario: si apre con il risveglio muscolare, e si trovano attività di vario genere come zumba, spinning, step ad arrivare perfino allo yoga. Menzione particolare per Aurelio preparatissimo nelle sue attività, tant'è che per l'acqua gym bisognava ritrovarsi 5 minuti prima in piscina per assicurarsi il posto.Spettacoli serali esterni validissimi con grandi professionisti provenienti da tutta Italia. Programma serale interno vario e divertente grazie alle capacità del capo animazione Luca e alle coreografie di Aurelio, disegnato ad hoc per la tipologia di clientela proveniente da tutta Europa. Menzione particolare per la giornata di ferragosto coordinata magistralmente Luca con giochi divertentissimi con abbondante aperitivo offerto dalla direzione e dal supermercato della struttura e chiusura con uno spettacolo danzante organizzato dall'animazione. Personalmente ho trovato lo staff molto professionale, non la vecchia animazione all'italiana ma molto preparati sulle attività proposte, considerati anche i limiti di spazio per alcune attività.Mini club attivo, ho trovato particolarmente interessante l'attività di masterchef per bambini.A proposito di masterchef, mi collego al ristorante Le Bricole: qualità prezzo ottima, menu vario e personale di sala molto gentile menzione particolare per Raffaele, posizione super ed appena rinnovato.Che dire il campeggio come servizi è sempre stato a mio parere un 5 stelle, una garanzia su tutto. quest'anno sono stato piacevolmente sorpreso dall'animazione. Rinnovo i miei complimenti alla direzione, all'anno prossimo!!"|"Europa Camping Village"|"05/07/2019"|"so"|"TRAINING"
"Manuel F"|"Località e struttura conosciuta, al top, in senso figurato e non solo ^_^   Metterei solo delle indicazioni sulla posizione, e  uso delle valvole termostatiche nelle camere, ahahah ! Per evitare che qualche turista lasci tutto full open :) e ci si trovi un caldo da spiaggia"|"Rifugio Lagazuoi"|"05/07/2019"|"ce"|"TRAINING"
"Manuela Motta"|"Siamo stati in questo campeggio dal 22 al 24 agosto. Abbiamo prenotato su Booking.com “ordina per prezzo” ed è stato il primo. Avendo l’unica esigenza di fare 2gg di mare, non ci possiamo x nulla lamentare anzi! Personale giovane ma disponibile e gentile. La ns mini casetta era pulita e fresca, la piscina bella soprattutto x gli idromassaggio ma molto affollata..ma del resto il campeggio è molto grande. La spiaggia è a pagamento e dista circa 5min a piedi, ma il tragitto è tutto all’ombra ??. Le bici sono a pagamento..e a ns avviso un po’ carette. Abbiamo optato x il camminare. Il centro è a circa 20min a piedi. Comunque x tirare le somme ci torneremo."|"Camping Sabbiadoro"|"05/07/2019"|"sp"|"TRAINING"
"marcella805"|"Camping ben organizzato sia per le casette mobili che per i campeggiatori. Animazione quasi inesistente... Sicuramente per bambini che si sanno gestire da soli.... Serata piscina molto carina Il campeggio è pulito e tutto il personale cortese"|"Camping Sabbiadoro"|"05/07/2019"|"so"|"TRAINING"
"Marcello N"|"Appena lasciata la macchina agli addetti al garage, nella piccola conca-ingresso dell'Hotel Santa Caterina ad Amalfi, cogli il senso delle parole di Baudelaire qui tutto è lusso calme e voluttà. Il lusso del bello, senza eccessi e fronzoli un lusso che accompagna, sottolinea la bellezza preponderante del luogo incastonanto nelle rocce e tra il verde curatissimo dei giardini, dei terrazzamenti, giù sino al tappeto che è spiaggia, riposo e soprattutto mare. Discrezione, silenzi umani, attenzioni e non invasioni. Colazione e pranzo-cena su affacciate al centro della costiera amalfitana, qui pioù Divina che mai. Gustare e non mangiare (abbuffarsi) mangiare con gli occhi e poi con l'olfatto e poi con il palato. Una cura non maniacale ai dettagli, ma anche un gran senso di libertà, di aria, di voluttà direi affettuosa, calda, accolgiente in ogni angolo naturale e in quella stanza che fa da cornice alle riocce nude e alla vetrata come su un'astronave. Lusso calma e voluttà e lasciar fuori la presa delle ansie quotidiane, lasciaris andare lasciarsi coccolare."|"Santa Caterina Hotel"|"05/07/2019"|"lx"|"TRAINING"
"Marco C"|"Posto bello sul mare, ma ad agosto non c'è posto nella piccola spiaggia. Market e ristorante carissimi perché a meno di 2km non c'è altro. La cosa peggiore è il caos che regna tra roulotte e tende, nessuno fa rispetta re gli orari di silenzio anche di notte. Bravi i ragazzi dell'animazione che hanno regalato un po' di spensieratezza e aggregazione"|"Camping Torre Castiglione"|"05/07/2019"|"sp"|"TEST"
"Marco D"|"Ho appena passato un fine settimana di soli 2 giorni in questo hotel. Parto subito col dire che sono stato fortunato a trovarlo tra i tanti hotel disponibili a Venezia, poichè l'ho molto apprezzato sia per eleganza che per modernità, ma anche per la zona davvero vicina alla stazione dei treni. Appena arrivati accolti subito a braccia aperte, dopo pranzo ci hanno consegnato la stanza davvero bella e spaziosa per una coppia, con tv schermo piatto. Il bagno credo sia quel tocco in più, grazie alla cromoterapia che rende tutti più lussuoso. Anche la colazione ci ha colpiti per la varietà di cibo (dal dolce al salato, alla frutta). Credo che sia ai limiti del 3 stelle, poichè anche 4 sarebbero meritate, se non fosse magari per le limitate dimensioni dell'edificio. Per quanto riguarda pulizia, educazione e comfort darei il voto massimo come recensione, ma mi permetto di lamentarmi, e limitarmi a 4 su 5, poichè nella stanza non vi era un letto matrimoniale, bensì due singoli, ed inoltre anche i piumoni erano due singoli, e dava un pó fastidio il fatto che i materassi si allargassero creando un buco. Ma tutto sommato davvero felice del soggiorno, e spero vivamente di poterci tornare."|"Hotel Filù"|"05/07/2019"|"lx"|"TRAINING"
"Marco M"|"Esperienza positiva alla scuderia soprattutto per tutto ciò che è attorno all'agriturismo! Non solo cavalli ma tantissimi animali (lama alpaca, maiali, mucche, dromedari, ecc ecc) tenuti bene per chi vuole semplicemente farsi un giro tra i monti o per i bimbi che vogliono usufruire della fattoria didattica. Il cibo è abbondante e la qualità nella media. Bella esperienza!"|"Agriturismo & Scuderia della Valle"|"05/07/2019"|"so"|"TRAINING"
"Marco T"|"Camping centrale e vicino al mare (non direttamente sulla spiaggia ma a 5 minuti a piedi tramite un comodo e ampio marciapiede).Ottima la copertura data dai numerosi alberi, sia in zona bungalow che anche in zona tende.Buoni servizi e buona la pulizia del bungalow.Pentole e accessori per cucina presenti, vani della soluzione 2+2 abbastanza spaziosi (ma noi siamo in 2 adulti e un bambino di 4 anni).Ombrellone e lettini inclusi nel prezzo del bungalow non sono attaccati alla zona mini club. Animazione discreta ma direi amatoriale."|"Camping Sabbiadoro"|"05/07/2019"|"sp"|"TEST"
"marghepog"|"Eleganza, stile, purezza, armonia, gusto: questi gli ingredienti di un agriturismo sapientemente concepito, rigorosamente sostenibile, nel più squisito rispetto della natura e delle antiche tradizioni. paola e suo marito accolgono gli ospiti con calore e discrezione, attenti ma mai invadenti Le camere sono deliziosi nidi alpini. Il ristorante merita la sosta per i prodotti della fattoria, la ricerca di antiche ricette reinterpretate in chiave contemporanea e l'equilibrio che ogni piatto dimostra di avere. La location è straordinaria, sopra Cogne, all'inizio della valle incantata del Gran Paradiso, circondata solo da pisce da fondo e morbide passeggiate dove gli animali (camosci in primis!) regano incontrastati."|"Agriturismo La Ferme du Grand Paradis"|"05/07/2019"|"ce"|"TRAINING"
"Marianna D"|"Ho soggiornato nella stanza eleganza una vera suite in grotta.. posto rilassante completo di tutti i comfort.. proprietari gentilissimi e disponibili.. si trova a due passi dal centro.. colazione inclusa abbondante sia dolce che salata.. le. foto non rendono per quanto sia bellissima e suggestiva.. come non rende la vasca in foto per quanto sia enorme. Da ritornarci sicuramente"|"B&B Al Convento"|"05/07/2019"|"lx"|"TEST"
"MarianoCavuoto"|"abbiamo sostato in questo camping iniziando la nostra vita da camperisti e onestamente come prima esperienza non mi poteva capitare camping migliore, cordialità e ottima organizzazione gia dall'arrivo, siamo stati accompagnati alla nostra piazzola e ci hanno lasciato sceglierre la soluzione migliore per noi, ottimi tutti i servizi e facile gli spostamenti per bagni e mare. animazione non male,  minimarket un po caro ma ben fornito. consiglio una visita nel camping torre castiglione"|"Camping Torre Castiglione"|"05/07/2019"|"so"|"TEST"
"Marida10"|"Io e mio marito, insieme a nostra figlia di 2 anni, abbiamo soggiornato per una notte in questo hotel, precisamente in una delle suite palazziate con soppalco. Sicuramente la location, nel suo insieme, è molto suggestiva, la vista è bellissima, la suite è calda e spaziosa.Le note stonate di questo bel quadretto appena delineato, sono però due: la prima, a mio parere piuttosto grave, è la mancanza della televisione nella nostra suite, e soprattutto le prese in giro successive per giustificarne la sua assenza. Premetto che non siamo tv-dipendenti, ma mia figlia, la sera, prima di addormentarsi, è abituata a vederla e non capisco perché avrei dovuto privarmi di questa nostra consuetudine!Le prese in giro successive poi sono state la ciliegina sulla torta: alla prima telefonata in reception,mi è stato risposto che la tv era presente e si trovava sulla sinistra, è venuto anche uno dei ragazzi del personale a controllare di persona. Alla seconda telefonata mi viene detto che la tv era in assistenza per un guasto. Alla terza telefonata mi arrabbio non poco e mi liquidano dicendo che non era prevista la tv in quella suite perché l’architetto non l’aveva predisposta negli arredi???????Ho ripetuto più volte che per noi era un problema, e a mio modesto parere sarebbero dovuti correre a comprarne una pur di accontentare la richiesta lecita di un cliente che sta soggiornando in un hotel a 5 stelle, invece di fare la figura dei BARBONI. La seconda nota stonata è stata la doccia. Non era presente una semplice mensola per poggiare il bagnoschiuma. L’architetto ha ritenuto che una donna dovesse continuamente piegarsi per prendere il bagnoschiuma poggiato a terra?! Per non parlare dell’effetto “tavola da surf” che si provava all’interno della doccia, per via di quella tavola poggiata grossolanamente al suo interno che non faceva altro che muoversi. Provatela e poi capirete di cosa parlo??Il ristorante è superbo, al suo interno regna la professionalità, il savoir faire, la qualità delle pietanze servite e si respira davvero “aria di lusso” come piace alla sottoscritta.La cena è stata davvero perfetta dall’inizio alla fine, una serata a dir poco magica. La colazione a buffet eccelsa, allestita in maniera molto elegante, con dolci buonissimi, succhi di frutta, e tanto altro.Spero che le mie critiche assolutamente costruttive, aiutino a prendere decisioni differenti in futuro, e a non commettere più errori così spiccioli e di bassa lega che non fanno altro che minare la credibilità di un hotel che vanta 5 stelle."|"Sant'Angelo Luxury Resort"|"05/07/2019"|"lx"|"TRAINING"
"MariDryAsai"|"Io e mio marito abbiamo soggiornato in questo campeggio per 3 giorni in una casetta mobile modello H... anche se nel sito viene descritta come 2+1, noi personalmente l’abbiamo trovata stretta anche per 2 persone sole... avevamo con noi i nostri 2 cani e ci muovevamo a malapena... purtroppo devo concordare anche con le recensioni precedenti a questa che parlano della poca attenzione per la pulizia... risolvibile comunque, perché mi è bastato passare un attimo la scopa per risolvere il problema.Per quanto riguarda il campeggio in generale cmq io l’ho trovato molto ordinato e non ci sono stati problemi con gli orari del silenzio... tutto è stato perfetto.Personale molto gentile e sempre disponibile, nonostante la giovane età, i bagni e le docce comuni non li abbiamo usati perché appunto avevamo il nostro bagno nella casetta, quindi non posso esprimere 1 opinione...Ottima vicinanza con la spiaggia, 5 minuti e ci si arriva a piedi senza impazzire a cercar parcheggio... altra cosa che veramente mi è piaciuta tanto è stata il fatto che il giorno della partenza, anche dopo aver liberato la casetta entro le 10 come da regolamento, ci è stato concesso di lasciare la macchina dentro al campeggio x poterci godere un’ultima mezza giornata di spiaggia... ce l’hanno fatta lasciare vicino ai bagni, sotto agli alberi, così l’abbiamo anche ritrovata bella fresca nonostante il sole.L’unica cosa che mi sento di dire è che mi aspettavo che il campeggio avesse fatto una disinfestazione contro gli insetti (in molti campeggi la fanno) perché era praticamente impossibile mangiare fuori sul tavolino o lasciare anche solo per qualche minuto la porta aperta senza essere letteralmente divorati dalle zanzare, già di prima mattina... spero che per i prossimi anni si attrezzino...Speriamo di poter tornare anche il prossimo anno comunque, magari in una casetta più grande e anche per più di 3 giorni!"|"Camping Sabbiadoro"|"05/07/2019"|"ce"|"TRAINING"
"Mario C"|"Bel campeggio alle porte di Firenze,vicino alla fermata dell' autobus. Per il centro (n14) ferma in centro a 50 m dal duomo . Ottimo anche il servizio navetta anche se un po caro ,market fornito bellissima la piscina"|"Camping Village Firenze"|"05/07/2019"|"sp"|"TRAINING"
"Mario C"|"Una location unica con tutte le suite che si affacciano su piazza Navona con una vista mozzafiato. Le camere curate in ogni particolare offrono il massimo del piacere e del confort. Lo staff con discrezione offre cordialità ed efficienza . Il soggiorno in questa location regala un'esperienza unica nel centro di Roma"|"Lifestyle Suites Rome"|"05/07/2019"|"lx"|"TRAINING"
