"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"
"PIEROCALABRESE"|"Abbiamo alloggiato in questo Albergo per il ponte dell'Immacolata. Avevamo prenotato con scetticismo ma ci siamo subito ricreduti. Struttura posizionata difronte al Pantheon con una vista spettacolare. Molto carine le camere, da poco ristrutturate : faccio notare che se qualcuno ha scritto che ci vorrebbe una rinfrescata dovrebbe pensare che i danni li faccio noi clienti e non il personale della struttura. Gli ambienti si presentano puliti e confortevoli. Il personale è gentilissimo e squisitamente disponibile. La colazione veniva servita in un bar nelle immediate vicinanze: cibo di buona qualità in quantità appropriate. I prezzi sono giusti e rapportati alla location della struttura.  Al mio ritorno ho ricevuto, tramite mail, il ringraziamento per il soggiorno da parte della struttura con un saluto da parte di tutto il personale cosa che ho apprezzato notevolmente. Decisamente consigliato .... io ci ritornerò.…"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"sp"
"secretowen"|"Molto caro e niente arrosto. Di sicuro al prezzo di 250 euro al giorno ti aspetti non di trovare ii servizi di un 5 stelle ma di sicuro un 3 stelle di altissima qualità. E anche così quel prezzo e veramente altissimo. Stanza nella dependance picolissima. Un letto a una piazza e mezzo con d'intorno spazio di neanche mezzo metro a girarci. Parchet in legno molto andato ( grafiato ) anche se qui in tutto non sarebbe la colpa del albergo. Tv in stanza credo 21 pollici ( minuscolo ). Bagno ristrutturato nuovo anche se si poteva di meglio.                              Owen Francisc"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"sp"
"gianni m"|"Location unica con vista mozzafiato sul PantheonPersonale professionale e gentile Camera perfetta con tutti i comfort Colazione bellissima in piazza della rotondaConsigliatissimo il mio riferimento a Roma."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"
"Cilla2926"|"Per chi vuole soggiornare in pieno centro di Roma a un prezzo conveniente in stanze pulite anche se non molto spaziose può venire qui.Per la colazione c ' e' una convenzione con il vicino bar a piazza della Rotonda."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"sp"
"Angela B"|"Ho soggiornato una notte  per lavoro all'Hotel Abruzzi. Posizione ottimale difronte al Pantheon. Zona centralissima con turisti ad ogni ora,  vi lascio immaginare il rumore esterno. Ma una volta entrati nell'Hotel  una tranquillità assoluta, molto silenzioso. Camera spaziosa e pulita. Il prezzo un po' caruccio!!! Personale competente e gentile. Spero di trovare qualche offerta per ritornarci??"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"sp"
"Kinderland"|"Ottimo soggiorno e personale cordiale e disponibile. Camera luminosa, panorama incantevole con sottofondo musicale che accompagna il weekend romantico. Spero di ritornare nuovamente per la quarta volta."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"
"John B"|"Era un viaggio rapido per un fine settimana a Roma, e quindi volevo un hotel vicino a tutti i principali siti: quello trovato non avrebbe potuto essere un posto migliore essendo a circa 25 minuti a piedi dal Vaticano e Colosseo, a 5-10 minuti dalla fontana di Trevi, da Piazza di Spagna e negozi. E con il Pantheon a due passi e Piazza Navona 2 minuti di distanza.La camera era in un annesso a breve distanza dalla porta dell'hotel. Era pulita, ordinata ed aveva tutto quello che occorre per i i bisogni di base. Il personale è stato di grande aiuto quando ciò è stato necessario e ci ha fatto sentire molto ben accolti. E' stato molto piacevole, inoltre, mangiare all'aperto, seduto in un bar sulla piazza che si affaccia sul Pantheon e gustare un prosecco prima di una breve passeggiata per raggiungere il letto."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"
"Andrea F"|"Un hotel splendido in una posizione magnifica!Centralissimo e comodo per raggiungere raggiungere molte mete, musei, punti di interesse e monumenti della splendida Capitale.La vista sulla piazza del Pantheon è veramente emozionante!E sopratutto la struttura è arredata in modo veramente carino!"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"
"angelaK9118LS"|"Consiglio questa eccellente struttura, soprattutto per chi si vuole muovere a piedi nel centro di Roma. Il personale è professionale e cortese.Le camere affacciano sulla suggestiva piazza del Pantheon e sono molto luminose."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"
"baire350"|"Di fronte al Pantheon e infatti risulta impossibile dormire a causa dei vari rumori: folla, spazzini, vigilanza... Stanze piccole e cosi pure il bagno dove non rifornivano di gel doccia. Fino al primo piano no ascensore e quindi 3 rampe di scale.Per la colazione bisogna andare al bar nella parte opposta della piazza della rotonda che offre poco e di scarsa qualità,"|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"ce"
"alfonso camerini"|"Siamo un gruppo di motociclisti (Motorustici) che ogni anno fine Maggio primi di Giugno, si prende una pausa da tutto (famiglia e lavoro) per qualche giorno. Quest'anno Sardegna, strade bellissime da moto, paesaggi stupendi, gente cordiale, insomma il Top.  Ho cercato su Tripadvisor ed è spuntato Albergo diffuso Mannois. Già al telefono chi ti risponde ti fa capire che lavorano sereni.....quindi prenotiamo x 7 pax. Stanze in abitazioni recuperate e ristrutturate stile sardo, pulite e fresche. Colazione alta qualità e abbondante, a buffet. Sa Turre (ristorante della struttura) con una cucina tradizionale, gustosa e con rapporto qualità/prezzo giusti. Tutti i dipendenti giovani, allegri, disponibili, bravissimi......da 10. (come in Liguria!!!!)…"|"Albergo Diffuso Mannois"|"05/07/2019"|"TRAINING"|"sp"
"Federico Libera Osteria del Barazzone"|"Otto giorni come si deve in questo gioiellino, molto curato e accogliente. Al centro di una delle zone più interessanti della Sardegna. Ottimo. Colazione nella media. Camera con jacuzzi funzionante( merce rara al giorno d’oggi) personale bravissimo."|"Albergo Diffuso Mannois"|"05/07/2019"|"TRAINING"|"ce"
"GraziaValenti"|"Hotel super carino in centro a Orosei.Buona e varia la colazione.Lo staff molto preparato è disponibile.Camera piccola ma accogliente.Molto valida anche la cena al ristorante sulla terrazza con vista sulla città.Lo consiglierei sicuramente."|"Albergo Diffuso Mannois"|"05/07/2019"|"TRAINING"|"ce"
"VITO S"|"Abbiamo pernottato in questa struttura per sole due notti ma bisogna ammettere che avrebbe meritato fermarsi a lungo. Ambienti deliziosamente curati ed arredati. Stanze pulite e comode. Personale di accoglienza di grande professionalità, disponibili, gentili, simpatici. Eccellente la colazione preparata in un sala veramente graziosa. Complimenti e ..... arrivederci a presto. Consiglio."|"Albergo Diffuso Mannois"|"05/07/2019"|"TRAINING"|"so"
"florabellotts"|"Abbiamo soggiornato qui per 4 notti e la nostra vacanza è stata stupenda. La prima sera siamo arrivati in ritardo al check in e il ragazzo della reception si è offerto di aspettarci per ben due ore!!I Ragazzi che lavorano in questoalbergo sono Gentilissimi e sempre disponibili, dalla signora che serviva i cappuccini alla mattina, a quelli della reception che ci davano sempre ottimi consigli su dove mangiare o cosa visitare. L'ultima sera, quando abbiamo detto alla ragazza della reception che saremmo partiti l'indomani prima della colazione si è persino offerta di farci un pacco colazione da prenderci su per il viaggio! Che dire?? Meglio di così non poteva andare! Staff fantastico!!"|"Albergo Diffuso Mannois"|"05/07/2019"|"TRAINING"|"so"
"hal501"|"Abbiamo soggiornato per 8 gg al Mannois sulla scorta delle ottime recensioni e perché preferiamo ogni anno scoprire zone che non conosciamo di questa meravigliosa isola. Pertanto la scelta è ricaduta su Orosei.  L hotel è molto curato con gusto nelle parti comuni  dove si può gustare un'eccellente colazione che può soddisfare tutti i gusti per varietà e qualità.  Bella la camera con pulizie giornaliere perfette. Simpaticissimo il servizio bike che ci ha consentito di raggiungere la spiaggia in circa 20 minuti  attraverso un bel percorso in buona parte pista ciclabile.  Servizio spiaggia perfetto comodissimo e con ombrelloni molto distanziati.  Personale di servizio professionale e gentilissimo tra  cui Anna regina delle colazioni che ci ha anche suggerito qualche percorso alternativo all interno che si è rivelato perfetto. Il paese di Orosei è stata una piacevole sorpresa con centro storico curato e grazioso con esercizi commerciali anche gradevoli. Consiglio anche la visita su spiagge limitrofe quale Su Barone, Bidderosa, Bircheda. Interessantissima la visita alla sorgente di Su Gologone (sempre suggerito da Anna)."|"Albergo Diffuso Mannois"|"05/07/2019"|"TRAINING"|"ce"
"bigfish"|"inizio col scrivere che Davide il ragazzo che ci ha accolti nella struttura distaccata dell'hotel cioè nel Loft, è una persona GENTILISSIMA e molto disponibile, ci ha anche prenotato la minicrocera e il ristorante.il Loft è un incanto, avevamo il numero 8, vista mare e montagna, camera arredata con gusto, veranda comodissima con frigo piano ad induzione microonde lavello e vari accessori essenziali, utilissimo per chi viaggia con bimbi piccoli come noi, preparando la pappa prima delle giornate passate al mare.letto comodissimo, culla fornita gratuitamente,   bagno molto grande e funzionale.L'intero alloggio pulito impeccabilmente, un 10 e lode.Sicuramente consiglierò questo alloggio a chi vorrà trascorrere una vacanza ad Orosei, sicuramente ci ritorneremo.un caro saluto a tutto lo staff e buon lavoroYlenia, Stefano è Mattia"|"Albergo Diffuso Mannois"|"05/07/2019"|"TRAINING"|"so"
"Sandro R"|"Sono stato a dormire la notte del 29 giugno, l'ho trovato navigando con lo smartphone,arrivo davanti alla hall bella luminosa, vengo accolto con gentilezza faccio il chek in e mi accompagnano alla stanza. Bella e spaziosa pulita ottima per rilassarsi. Il mattino scopro tutto il suo splendore facendo colazione sulla magnifica terrazza che guarda verso la piscina e il mare. Bellissimo…"|"Hotel Luna Lughente"|"05/07/2019"|"TRAINING"|"ce"
"Serena B"|"Un soggiorno eccellente. Abbiamo scelto l hotel per la nostra luna di miele. Struttura incantevole per posizione ottima e scenario. Vista mare dalla colazione alla cena. Piscina da favola. Staff gentilissimo professionale e molto disponibile. Al nostro arrivo regalo di benvenuto molto gradito per la nostra luna di miele. Siamo stati aiutati nella scelta delle escursioni e ci hanno consigliato spiagge e locali. Ottimo il servizio di navetta. Grazie allo staff non vi dimenticheremo mai. A presto i novelli sposi Serena e Mattia.…"|"Hotel Luna Lughente"|"05/07/2019"|"TRAINING"|"so"
