"utente"|"commento"|"hotel"|"datains"|"tipo_lista"|"labelpers"
"Kalos1"|"L’hotel, nonostante sia lontano da centro, non è scomodo, essendoci la fermata della metro a 150 mt. L’hotel è un po’ vecchiotto e nella moquette l’età si sente tutta. Risulta problematico chi è allergico alla polvere soggiornare. Personale professionale, ma al limite della simpatia. La colazione al limite per un 4 stelle. Buono il rapporto qualità prezzo. …"|"Starhotels Business Palace"|"05/07/2019"|"TRAINING"|"sp"
"Elyl"|"Situato in ottima posizione per un viaggio di lavoro, spazioso parcheggio gratuito all'esterno.Camere ampie, letto grande, oltre ogni aspettativa, comodo, materasso e cuscini perfetti. Pulizia ottima, tranquillità. Colazione con ampia varietà di dolci, con scelta di salato, frutta fresca. Personale cordiale, professionale.Ottimo rapporto qualità prezzo.Un po' lontano dal mare."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"sp"
"france600"|"Una trasferta di lavoro impone una notte a Civitanova. Arrivo in tarda serata. Check in veloce ed efficiente. Assegnano una camera particolarmente spaziosa (tre letti) anche se per uso singolo. Aria condizionata eccessiva con display che indica temperatura maggiore rispetto al reale. Ambiente pulito ed essenziale. Camera silenziosa e ben isolata anche rispetto a quelle contigue. Colazione a buffet con sezione dolce e salata ricca ma non sorprendente. Ottimo rapporto qualità prezzo. Comodissimo autostrada e tangenziale per Macerata. Logisticamente ottimale per trasferte di lavoro. Consigliabile…"|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"sp"
"Elyl"|"Situato in ottima posizione per un viaggio di lavoro, spazioso parcheggio gratuito all'esterno.Camere ampie, letto grande, oltre ogni aspettativa, comodo, materasso e cuscini perfetti. Pulizia ottima, tranquillità. Colazione con ampia varietà di dolci, con scelta di salato, frutta fresca. Personale cordiale, professionale.Ottimo rapporto qualità prezzo.Un po' lontano dal mare."|"Cosmopolitan Business Hotel"|"05/07/2019"|"TRAINING"|"sp"
"F703cT"|"Struttura nuova e tecnologicamente avanzata. Ottimo rapporto prezzo qualità.Personale sempre gentile e  disponibile.Camere pulite, climatizzazione ottima. Ampio parcheggio.Ristorante eccellente e bar fornito."|"8piuhotel"|"05/07/2019"|"TRAINING"|"sp"
"dott.Review"|"Confortevole. Soprattutto per viaggi di lavoro. Tutto ciò che serve senza esagerare. Ottimo rapporto qualità/prezzo. Stanze ampie e comode. Pulizia e servizio ok. Parcheggio comodo e gratis.Consigliato."|"8piuhotel"|"05/07/2019"|"TRAINING"|"sp"
"danielaO1765NK"|"Albergo accogliente, pulito, personale garbato. Un tantino decentrato, ma in questo momento dell'anno, malgrado il passaggio della famosa Millemiglia, quando i prezzi sono alle stelle, abbiamo beneficiato di un rapporto qualità prezzo assolutamente onesto."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"sp"
"gio2059"|"Un buon hotel, direi anche ottimo ma il prezzo è un po’ alto. Inoltre credo che oggi, con le varie diete che esistono, sia un po’ limitante non avere per colazione a disposizione mandorle, noci, nocciole, macadamia, noci di Pekan"|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"sp"
"cattafabio"|"Allora: hotel perfetto pulito, giovane appena ristrutturato/costruito silenzioso, colazione abbondante e ben fornita... unica pecca il clima troppo caldo perché a sentire loro per legge non potrebbero accende aria condizionata... (titubante)... ma ci sta dai... perfetto per qualità prezzo..."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"sp"
"paco956"|"In prossimità della Fiera, potrete andarci anche a piedi, questo comodo hotel offre tutti i confort: camere comode pulite, ben climatizzate, staff cortese, parcheggio gratuito, buona colazione . Prezzi considerato il tutto ragionevoli. Ci tornerò ancora."|"UNAHOTELS Bologna Fiera"|"05/07/2019"|"TRAINING"|"sp"
"Marti"|"Ho prenotato una notte con il mio fidanzato e ho scelto questo posto perchè dovevamo andare ad un evento all'Auditorium del Parco della musica ed era molto vicino (5 minuti a piedi). Ma alla fine si può scegliere anche per andare in centro perchè si trova sopra ad una fermata dell'autobus che ti porta direttamente in centro in una ventina di minuti.è stato molto facile arrivarci dalla stazione dato che è ben descritto il percorso da seguire.La persona alla reception ci ha accolto molto cortesemente dandoci tutte le informazioni che ci servivano e ci ha permesso di fare colazione anche appena arrivati. La camera era bella grande e pulita come pulito era il bagno.La colazione ha un'ampia scelta.. non si va via con la fame!Abbiamo ricevuto un grande servizio a basso prezzo! Siamo stati molto bene."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Patatosters"|"E' un B&B comodissimo all'Auditorio Parco della Musica, nel quartiere residenziale dei Parioli. L'ho apprezzato per la cortesia e la disponibilità del gestore e per il fatto di essermi sentito a casa. Mi è piaciuta molto la sala da pranzo nella quale si può mangiare qualcosa o farsi il caffè a tutte le ore. Prezzi non economicissimi ma bisogna considerare la zona."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Polporizzo"|"Ottimo rapporto qualità prezzo, cordialità, disponibilità, pulizia, la colazione pero meglio farla fuori...... specialmente il caffè..... imbevibile.....  non so se per la scarsissima qualità del caffè - marca sconosciuta super economica - o per inefficienza e vetusta della macchina per espresso!  Ma per quello che costa ci può stare"|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"DoctorPav"|"Ci ho messo un po' a capire dove si trovava l'hotel in quanto all'interno di un palazzo e senza nessuna indicazione ma posso assicurare che dopo c'è....Sono arrivato di sera e come da accordi con il proprietario (molto gentile) mi ha aperto il portiere della palazzina.Sono entrato e l'impressione avuta è stata quella di un appartamento adibito a b&b e non mi sbagliavo...così era.La zona colazione un po' confusionaria e poco ricca.Aperta la stanza: camera accogliente con armadio spazioso a specchio, bagno con doccia...tutto molto pulito.Alla fine dato il prezzo non ci si può lamentare anzi...Se dovesse servirmi tornare in zona molto probabilmente tornerò qui."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Wittgenstein55"|"Un posto speciale, ordinato pulito. Curato nei minimi dettagli non manca nulla. e il prezzo e veramente conveniente. La vicinanza al parco della musica rende ancora piu conveniente il soggiorno nella struttura"|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"alberto f"|"posto centrale anche se pino di sensi unici, camera grande e comoda doppi letti alla francese, accogliente, calda e silenziosa, personale simpaticissimo e accorto,  garage, il tutto ad un prezzo incredibilmente basso, la colazione e self service."|"Parioli Bed & Business"|"05/07/2019"|"TRAINING"|"sp"
"Cristian M"|"rapporto qualità prezzo ottimohotel situato vicino al centrostruttura curata nei minimi particolari con elevati designcamera spaziosabagno con vasca da bagno e con lavandino trasparente top..un'enorme televisore a parete che ti fa sentire come sul divano di casa tuainsomma consiglio vivamente a tutti"|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"sp"
"totog71"|"Ottima soluzione su Bologna per riposare lontani dal Caos ma. In un contesto tranquillo e centrale. Ottima anche la Colazione ed rapporto qualità prezzo. Unica pecca la mortadella non all'altezza della situazione."|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"sp"
"Francesco M"|"Consiglio questo albergo assolutamente Camere spaziose e caldePersonale disponibileRapporto prezzo-qualità straordinario Non giudico servizio bar e ristorante perché non ne ho usufruitoSono rimasto molto soddisfatto"|"AC Hotel Bologna by Marriott"|"05/07/2019"|"TRAINING"|"sp"
"Francesco S"|"Abbiamo pernottato nella Suite in grotta, camera enorme e suggestiva ricavata all'interno delle tipiche abitazioni (Sassi) cercando di preservare quanto più possibile la costruzione originaria. Un'esperienza suggestiva. Molto interessante la scelta dei vini in suite ed i prezzi delle bottiglie ed in generale del frigobar sono davvero convenienti nonostante si tratti di una struttura di alta fascia. Bella l'idea di lasciare un proiettore, con i film ambientati a Matera, per poter vedere le pellicole sulla parete della grotta.Ho aperto un vino ma dava di tappo e mi è stato immediatamente sostituito.La Spa non è all'altezza del resto. Molto bello il momento dell'ingresso visto che è ricavata in una grotta ed è riservata in esclusiva, purtroppo c'è solo una vasca idromassaggio per 4, una doccia per massaggio cervicale (che non funzionava benissimo) ed una sauna minuscola che abbiamo anche trovato fredda poiché non era stata attivata prima assoultamente non vale il prezzo del biglietto. Questa cosa mi ha molto deluso ma non me la sono sentita di lamentarmi e non volevo inficiare troppo il voto che la struttura merita (lo staff avrebbe potuto almeno prevenire il problema della sauna fredda, ed il costo è davvero eccessivo 69€)Senza la SPA avrei dato 5 stelle"|"Antico Convicino Rooms Suites & SPA"|"05/07/2019"|"TRAINING"|"lx"
"seri n"|"Albergo panoramicissimo  e in un oasi di tranquillità.Adatto alle coppie in viaggio di nozze un servizio assolutamente altissimo livello  5 stelle .dall colazione al ristorante. Una cura al dettaglio una perfezione incredibile in tutto . Veramente complimenti . Le divise di lino mi hanno dato una sensazione di fresheza ed eleganza . Il personale veramente qualificato"|"Hotel Villa Ducale"|"05/07/2019"|"TRAINING"|"lx"
"Elia M"|"Devo dire che questo hotel e bellissimo e vale i soldi che ho pagato per una suite. Ottimi servizi. Ottima colazione (ovviamente c'è di tutto) è ottimo io personale gentile e simpatico grazie per questo soggiorno"|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"lx"
"Anna R"|"Ho trascorso un breve periodo presso il Lifestyle Suites per un viaggio d'affari e devo dire che la mia esperienza è stata di alto livello.Il personale è sempre stato molto gentile e preparato, le camere poi erano veramente belle ed accoglienti."|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"lx"
"gin79mast"|"Hotel di altissimo livello. Ho avuto la fortuna di scegliere quest'hotel per un breve soggiorno romantico a Roma. ma sono rimasto senza parole quando sono entrato nella suite che ci era stata assegnata camera perfetta, parquet, letto comodissimo e con un baldacchino in vetro particolarissimo...vista mozzafiato su piazza Navona e poi il bagno..con una vasca idromassaggio incantevole e un piano doccia da lasciar senza parole. colazione ottima, variegata e di alta livello. personale gentilissimo e servizievole in tutto, sia prima del check in che durante il soggiorno."|"Lifestyle Suites Rome"|"05/07/2019"|"TRAINING"|"lx"
"Paola S"|"Sono stata veramente bene in questo albergo. Mi è stata data una suite al quarto piano con una vista a dir poco spettacolare. Silenzioso (gli ottimi infissi isolano dai rumori della strada), confortevole e con uno staff di grande professionalità e squisita cordialità.La colazione, varia e abbondante, si fa all'esterno, in un bar della piazza, dai cui tavolini si continua a godere della splendida vista."|"Hotel Abruzzi"|"05/07/2019"|"TRAINING"|"lx"
"Bibigor"|"Tutte le camere dell'hotel sono fantastiche ma non dovete perdervi la suite, vale ogni singolo euro speso. Ha l'accesso diretto in piscina, veranda con 3 lettini, soppalco con seconda zona notte e bagno separato. Ha la doppia vista: su Olbia e il tramonto e su tavolara el'alba. Regalatevi questo sogno. Colazione da 10 e lode, personale al top. Flavia"|"Hotel Luna Lughente"|"05/07/2019"|"TRAINING"|"lx"
"AndreaGin2013"|"Se avete le possibilità di pernottare nella suite presidenziale avete fatto tombola. Una meraviglia. Comunque sia l'attenzione per il servizio clienti Credo sia il punto di forza di questa struttura ( suite presidenziale a parte ). Nadine, Rita, Simona, Carolina... fin da prima del mio arrivo (via mail) Si sono dimostrate di una gentilezza e di una disponibilità degne di nota, molto abili nel customer care a 360°. Purtroppo le condizioni metereologiche non ci hanno consentito di sfruttare appieno la struttura, ad esempio la graziosa terrazza con piscinetta.. ma ne è valsa comunque la pena e quasi dispiace di non essere stati molto in stanza.. ma Firenze Merida di essere visitata come si deve ed un weekend non è abbastanza. La colazione offre una varietà di cibi caldi e freddi davvero ottimi, frutta..ecc... Direi che non manca proprio niente.Sicuramente una esperienza da ripetere anche solo per rincontrare il delizioso personale."|"NH Firenze"|"05/07/2019"|"TRAINING"|"lx"
"Claudia C"|"Ho soggiornato nel nuovissimi Luxory lodge Ravelli con mio marito e mia figlia ed è stata un’esperienza magnifica. Gli appartamenti sono molto eleganti e confortevoli, docce con cromoterapia in entrambi i piani e una bellissima terrazza con sauna e idromassaggio privati. Alla mattina ti fanno trovare la colazione direttamente nell’ alloggio, il ristorante dell’hotel è molto elegante e il cibo ottimo. Il personale gentilissimo a soddisfare  qualsiasi nostra esigenza.... ci hanno fatto sentire come a casa ! ci ritorneremo sicuramente. Grazie!!!!…"|"Palace Ravelli"|"05/07/2019"|"TRAINING"|"lx"
"Andrea D"|"Probabilmente uno dei migliori hotel dove abbia mai soggiornato.Per la qualità della camera (suite eccelsa!), la cortesia e la professionalità dello staff (impagabili!), per la location (centro pedonale - ma raggiungibile con i propri mezzi - nel cuore di Silandro), per la colazione (quantità e qualità al buffet con pochi paragoni). Biker friendly, si aggiunga, visto che dispone, oltre che di un proprio parcheggio privato, di un ampio garage per bici e, appunto, moto. Non abbiamo avuto modo di testare il centro benessere (impegnati come eravamo a scorrazzare per i dintorni, magnifici), ma siamo stati coccolati ampiamente durante il nostro soggiorno. Prenotate per tempo visto che la reputazione ottima lascia spesso ben poche camere a disposizione. Onestissimo il rapporto qualità prezzo. Solo due parole, per chiudere: Complimenti, Grazie!!!"|"Genusshotel Goldene Rose"|"05/07/2019"|"TRAINING"|"lx"
